subject_id,gender,ever_married,work_type,Residence_type
11634,Female,Yes,Private,Rural
11635,Female,Yes,Private,Rural
11636,Male,No,children,Urban
11637,Male,Yes,Private,Rural
11638,Female,Yes,Self-employed,Rural
11639,Female,Yes,Private,Urban
11640,Male,No,children,Rural
11641,Female,Yes,Private,Urban
11642,Female,Yes,Private,Rural
11643,Female,Yes,Self-employed,Urban
11644,Male,No,Private,Rural
11645,Female,Yes,Govt_job,Rural
11646,Male,Yes,Private,Urban
11647,Male,No,children,Rural
11648,Female,No,Private,Rural
11649,Female,Yes,Private,Rural
11650,Male,No,children,Urban
11651,Male,Yes,Private,Rural
11652,Male,Yes,Private,Rural
11653,Female,No,Private,Urban
11654,Female,Yes,Self-employed,Urban
11655,Male,Yes,Private,Urban
11656,Male,No,Private,Rural
11657,Male,No,Private,Urban
11658,Male,No,Private,Rural
11659,Male,Yes,Private,Urban
11660,Male,No,Private,Urban
11661,Female,Yes,Private,Rural
11662,Female,No,children,Urban
11663,Female,No,Private,Urban
11664,Female,No,children,Urban
11665,Male,No,Private,Rural
11666,Female,Yes,Self-employed,Rural
11667,Female,No,Private,Urban
11668,Female,No,Private,Urban
11669,Female,Yes,Private,Rural
11670,Male,Yes,Govt_job,Urban
11671,Male,Yes,Private,Urban
11672,Male,Yes,Private,Rural
11673,Male,Yes,Private,Urban
11674,Female,Yes,Private,Rural
11675,Female,No,Private,Urban
11676,Male,No,Private,Rural
11677,Female,No,Private,Rural
11678,Female,Yes,Private,Rural
11679,Female,No,children,Urban
11680,Female,Yes,Private,Rural
11681,Male,No,Private,Rural
11682,Female,Yes,Private,Urban
11683,Male,Yes,Private,Urban
11684,Female,Yes,Private,Urban
11685,Male,No,Private,Rural
11686,Female,No,children,Rural
11687,Female,Yes,Private,Rural
11688,Male,No,children,Urban
11689,Male,No,Private,Urban
11690,Female,Yes,Private,Urban
11691,Female,Yes,Self-employed,Rural
11692,Female,Yes,Self-employed,Urban
11693,Male,Yes,Govt_job,Rural
11694,Male,No,children,Rural
11695,Female,Yes,Private,Rural
11696,Male,Yes,Private,Urban
11697,Female,No,Private,Rural
11698,Female,No,Private,Rural
11699,Male,No,children,Rural
11700,Female,Yes,Self-employed,Rural
11701,Male,Yes,Private,Rural
11702,Male,No,children,Rural
11703,Female,Yes,Self-employed,Rural
11704,Male,No,Private,Rural
11705,Male,Yes,Private,Rural
11706,Female,Yes,Govt_job,Urban
11707,Female,Yes,Self-employed,Rural
11708,Female,Yes,Private,Rural
11709,Female,Yes,Govt_job,Urban
11710,Female,Yes,Private,Rural
11711,Male,Yes,Self-employed,Rural
11712,Female,Yes,Govt_job,Urban
11713,Male,Yes,Private,Urban
11714,Female,Yes,Private,Urban
11715,Female,Yes,Private,Urban
11716,Female,No,children,Rural
11717,Female,Yes,Private,Urban
11718,Female,Yes,Private,Rural
11719,Female,Yes,Private,Rural
11720,Female,Yes,Govt_job,Urban
11721,Female,No,Private,Rural
11722,Female,Yes,Self-employed,Urban
11723,Male,Yes,Govt_job,Urban
11724,Female,Yes,Self-employed,Rural
11725,Female,Yes,Private,Rural
11726,Female,Yes,Private,Urban
11727,Male,Yes,Private,Urban
11728,Female,Yes,Self-employed,Rural
11729,Female,No,children,Rural
11730,Male,Yes,Self-employed,Rural
11731,Female,Yes,Private,Urban
11732,Female,Yes,Govt_job,Urban
11733,Male,Yes,Self-employed,Urban
11734,Female,Yes,Private,Urban
11735,Female,Yes,Private,Urban
11736,Male,Yes,Self-employed,Urban
11737,Male,No,Private,Urban
11738,Female,No,Private,Rural
11739,Male,Yes,Self-employed,Rural
11740,Female,No,Private,Rural
11741,Male,Yes,Private,Rural
11742,Female,Yes,Govt_job,Urban
11743,Male,Yes,Govt_job,Urban
11744,Female,Yes,Private,Urban
11745,Male,Yes,Govt_job,Urban
11746,Male,Yes,Private,Rural
11747,Female,No,Govt_job,Rural
11748,Female,No,Private,Urban
11749,Female,No,Private,Rural
11750,Male,No,children,Rural
11751,Female,No,Private,Urban
11752,Male,No,Private,Rural
11753,Male,Yes,Private,Urban
11754,Male,No,Private,Urban
11755,Male,Yes,Govt_job,Rural
11756,Female,No,Private,Rural
11757,Male,Yes,Private,Rural
11758,Male,Yes,Private,Urban
11759,Female,No,children,Rural
11760,Female,Yes,Self-employed,Urban
11761,Female,Yes,Private,Urban
11762,Male,Yes,Private,Rural
11763,Female,Yes,Private,Rural
11764,Male,Yes,Govt_job,Urban
11765,Female,No,children,Urban
11766,Female,No,Govt_job,Urban
11767,Female,No,children,Rural
11768,Male,Yes,Self-employed,Urban
11769,Male,Yes,Private,Rural
11770,Female,Yes,Self-employed,Rural
11771,Female,Yes,Private,Urban
11772,Female,Yes,Private,Rural
11773,Female,Yes,Private,Urban
11774,Female,No,children,Rural
11775,Female,No,children,Rural
11776,Male,No,children,Rural
11777,Female,Yes,Private,Urban
11778,Female,Yes,Private,Rural
11779,Female,Yes,Private,Rural
11780,Female,Yes,Private,Urban
11781,Male,Yes,Private,Rural
11782,Female,Yes,Private,Urban
11783,Female,No,Private,Rural
11784,Female,Yes,Private,Rural
11785,Male,Yes,Self-employed,Urban
11786,Female,Yes,Govt_job,Rural
11787,Female,No,Self-employed,Rural
11788,Female,No,Private,Urban
11789,Male,No,children,Urban
11790,Male,No,Private,Urban
11791,Female,Yes,Self-employed,Rural
11792,Male,Yes,Private,Urban
11793,Female,Yes,Private,Rural
11794,Female,No,Private,Rural
11795,Female,No,children,Urban
11796,Female,Yes,Private,Urban
11797,Female,No,children,Urban
11798,Female,Yes,Private,Urban
11799,Male,Yes,Govt_job,Urban
11800,Male,Yes,Self-employed,Rural
11801,Male,Yes,Self-employed,Rural
11802,Female,Yes,Govt_job,Urban
11803,Female,No,Private,Rural
11804,Female,No,children,Urban
11805,Male,No,children,Rural
11806,Male,No,children,Urban
11807,Male,No,Private,Rural
11808,Female,Yes,Self-employed,Urban
11809,Male,Yes,Private,Rural
11810,Female,No,Private,Urban
11811,Female,Yes,Self-employed,Rural
11812,Female,No,children,Rural
11813,Male,Yes,Private,Rural
11814,Male,Yes,Private,Rural
11815,Male,Yes,Private,Urban
11816,Male,Yes,Private,Urban
11817,Female,No,Private,Rural
11818,Female,Yes,Self-employed,Rural
11819,Female,Yes,Private,Urban
11820,Female,No,Private,Rural
11821,Male,Yes,Private,Urban
11822,Male,No,children,Rural
11823,Female,No,Private,Urban
11824,Male,Yes,Private,Urban
11825,Female,Yes,Self-employed,Urban
11826,Male,No,Private,Urban
11827,Female,No,children,Urban
11828,Male,No,Govt_job,Urban
11829,Female,Yes,Self-employed,Urban
11830,Male,Yes,Private,Rural
11831,Female,No,Private,Rural
11832,Female,Yes,Private,Urban
11833,Male,No,Private,Urban
11834,Female,Yes,Private,Rural
11835,Female,Yes,Private,Urban
11836,Male,No,children,Urban
11837,Female,Yes,Private,Rural
11838,Male,Yes,Private,Urban
11839,Male,No,Govt_job,Rural
11840,Male,Yes,Private,Rural
11841,Female,Yes,Private,Urban
11842,Female,Yes,Self-employed,Rural
11843,Female,Yes,Private,Urban
11844,Male,No,children,Rural
11845,Male,Yes,Private,Urban
11846,Female,Yes,Private,Rural
11847,Female,Yes,Self-employed,Rural
11848,Female,Yes,Govt_job,Urban
11849,Male,Yes,Private,Rural
11850,Male,Yes,Private,Rural
11851,Male,No,Private,Urban
11852,Male,Yes,Private,Urban
11853,Male,No,children,Rural
11854,Female,No,Private,Rural
11855,Female,Yes,Private,Rural
11856,Male,Yes,Govt_job,Rural
11857,Male,No,children,Rural
11858,Male,No,children,Urban
11859,Male,Yes,Private,Urban
11860,Male,No,children,Urban
11861,Female,Yes,Private,Urban
11862,Male,Yes,Private,Urban
11863,Female,No,Private,Urban
11864,Female,No,Private,Rural
11865,Male,Yes,Private,Rural
11866,Female,No,Private,Rural
11867,Female,No,Private,Rural
11868,Female,No,Govt_job,Urban
11869,Female,Yes,Private,Rural
11870,Male,Yes,Self-employed,Rural
11871,Female,Yes,Private,Rural
11872,Female,Yes,Private,Rural
11873,Male,Yes,Private,Urban
11874,Female,No,Private,Urban
11875,Female,Yes,Private,Urban
11876,Female,Yes,Private,Urban
11877,Male,No,Self-employed,Rural
11878,Female,Yes,Private,Urban
11879,Male,No,children,Rural
11880,Female,Yes,Private,Urban
11881,Male,Yes,Private,Rural
11882,Female,Yes,Private,Urban
11883,Female,Yes,Private,Urban
11884,Male,No,Govt_job,Rural
11885,Male,No,children,Urban
11886,Male,No,Private,Rural
11887,Male,Yes,Private,Urban
11888,Male,No,children,Rural
11889,Female,Yes,Private,Urban
11890,Female,Yes,Self-employed,Rural
11891,Female,Yes,Private,Rural
11892,Female,Yes,Govt_job,Urban
11893,Male,No,children,Rural
11894,Female,Yes,Private,Rural
11895,Female,Yes,Self-employed,Urban
11896,Male,Yes,Govt_job,Rural
11897,Female,Yes,Private,Rural
11898,Female,Yes,Private,Rural
11899,Female,No,children,Urban
11900,Female,Yes,Govt_job,Rural
11901,Female,Yes,Private,Urban
11902,Male,Yes,Private,Rural
11903,Male,Yes,Private,Rural
11904,Female,Yes,Self-employed,Urban
11905,Female,No,Private,Urban
11906,Male,Yes,Govt_job,Rural
11907,Male,Yes,Private,Rural
11908,Male,No,Private,Urban
11909,Female,Yes,Private,Urban
11910,Female,Yes,Govt_job,Rural
11911,Female,Yes,Private,Urban
11912,Male,Yes,Private,Urban
11913,Female,Yes,Govt_job,Rural
11914,Female,No,children,Urban
11915,Male,No,children,Rural
11916,Female,Yes,Private,Urban
11917,Female,No,children,Urban
11918,Male,Yes,Private,Rural
11919,Male,Yes,Private,Rural
11920,Female,No,children,Rural
11921,Female,No,Private,Urban
11922,Female,No,Private,Rural
11923,Female,No,Private,Urban
11924,Male,No,Private,Rural
11925,Male,Yes,Private,Rural
11926,Male,Yes,Private,Urban
11927,Female,Yes,Self-employed,Urban
11928,Female,No,Private,Rural
11929,Female,No,Private,Rural
11930,Male,No,Private,Urban
11931,Male,No,children,Urban
11932,Female,Yes,Self-employed,Urban
11933,Female,Yes,Self-employed,Rural
11934,Female,Yes,Govt_job,Rural
11935,Female,Yes,Private,Rural
11936,Male,Yes,Private,Urban
11937,Female,No,Private,Rural
11938,Female,Yes,Self-employed,Urban
11939,Male,Yes,Private,Urban
11940,Female,Yes,Private,Urban
11941,Female,No,Private,Rural
11942,Male,Yes,Self-employed,Rural
11943,Female,Yes,Private,Rural
11944,Female,Yes,Private,Urban
11945,Female,No,Private,Rural
11946,Female,No,Private,Urban
11947,Male,Yes,Private,Urban
11948,Male,Yes,Private,Urban
11949,Male,No,Self-employed,Urban
11950,Male,No,Private,Urban
11951,Female,Yes,Private,Urban
11952,Female,Yes,Private,Rural
11953,Male,No,children,Urban
11954,Male,No,Self-employed,Urban
11955,Male,No,Govt_job,Urban
11956,Male,Yes,Private,Urban
11957,Female,No,Private,Rural
11958,Male,Yes,Private,Urban
11959,Male,Yes,Self-employed,Urban
11960,Female,No,Private,Rural
11961,Male,Yes,Private,Rural
11962,Male,Yes,Private,Rural
11963,Female,Yes,Private,Rural
11964,Female,Yes,Private,Rural
11965,Male,Yes,Private,Rural
11966,Male,Yes,Private,Urban
11967,Female,No,Self-employed,Urban
11968,Female,Yes,Private,Urban
11969,Female,No,Private,Urban
11970,Male,No,Self-employed,Rural
11971,Male,Yes,Private,Rural
11972,Male,No,Private,Urban
11973,Male,Yes,Private,Urban
11974,Male,Yes,Self-employed,Rural
11975,Female,No,Self-employed,Rural
11976,Female,Yes,Private,Rural
11977,Female,Yes,Private,Rural
11978,Male,Yes,Self-employed,Rural
11979,Female,Yes,Private,Urban
11980,Female,Yes,Private,Rural
11981,Male,No,children,Rural
11982,Female,No,Govt_job,Rural
11983,Female,No,children,Urban
11984,Male,Yes,Private,Urban
11985,Female,Yes,Private,Rural
11986,Male,Yes,Private,Rural
11987,Male,No,children,Urban
11988,Female,Yes,Govt_job,Rural
11989,Male,No,children,Rural
11990,Female,Yes,Self-employed,Rural
11991,Female,Yes,Self-employed,Urban
11992,Male,No,children,Urban
11993,Female,Yes,Self-employed,Urban
11994,Female,Yes,Govt_job,Urban
11995,Male,Yes,Private,Urban
11996,Female,Yes,Govt_job,Urban
11997,Female,Yes,Govt_job,Urban
11998,Male,No,children,Urban
11999,Female,Yes,Self-employed,Urban
12000,Female,No,children,Urban
12001,Male,Yes,Private,Rural
12002,Male,Yes,Private,Rural
12003,Male,Yes,Private,Urban
12004,Male,No,children,Urban
12005,Female,Yes,Private,Rural
12006,Male,No,Private,Rural
12007,Male,Yes,Private,Rural
12008,Female,Yes,Private,Urban
12009,Male,Yes,Self-employed,Rural
12010,Female,Yes,Private,Urban
12011,Male,No,children,Rural
12012,Female,No,Private,Rural
12013,Male,Yes,Private,Rural
12014,Female,Yes,Private,Rural
12015,Female,No,Private,Rural
12016,Female,Yes,Self-employed,Rural
12017,Female,No,Private,Rural
12018,Male,Yes,Private,Urban
12019,Male,Yes,Private,Urban
12020,Male,No,children,Rural
12021,Male,Yes,Private,Urban
12022,Female,Yes,Govt_job,Urban
12023,Male,Yes,Self-employed,Urban
12024,Female,No,children,Rural
12025,Female,No,Private,Urban
12026,Male,No,children,Rural
12027,Male,No,Private,Urban
12028,Female,Yes,Private,Urban
12029,Male,Yes,Private,Urban
12030,Male,Yes,Self-employed,Urban
12031,Female,No,Private,Urban
12032,Female,Yes,Self-employed,Urban
12033,Female,Yes,Private,Urban
12034,Male,Yes,Govt_job,Rural
12035,Female,Yes,Self-employed,Urban
12036,Female,Yes,Self-employed,Rural
12037,Female,Yes,Govt_job,Urban
12038,Female,Yes,Govt_job,Urban
12039,Female,Yes,Govt_job,Urban
12040,Female,Yes,Govt_job,Rural
12041,Male,Yes,Self-employed,Rural
12042,Female,Yes,Private,Urban
12043,Female,Yes,Self-employed,Rural
12044,Female,Yes,Private,Urban
12045,Female,No,Private,Rural
12046,Male,Yes,Self-employed,Urban
12047,Male,No,Private,Urban
12048,Female,No,children,Urban
12049,Female,Yes,Govt_job,Urban
12050,Male,Yes,Private,Rural
12051,Male,Yes,Private,Rural
12052,Male,No,Private,Urban
12053,Male,No,children,Rural
12054,Female,No,Private,Rural
12055,Male,Yes,Private,Rural
12056,Female,Yes,Private,Urban
12057,Female,Yes,Govt_job,Rural
12058,Female,Yes,Private,Rural
12059,Male,Yes,Private,Urban
12060,Male,Yes,Self-employed,Rural
12061,Male,No,children,Urban
12062,Male,Yes,Private,Rural
12063,Female,Yes,Self-employed,Rural
12064,Female,Yes,Private,Urban
12065,Female,Yes,Private,Rural
12066,Male,Yes,Private,Rural
12067,Male,Yes,Self-employed,Rural
12068,Male,Yes,Private,Rural
12069,Female,Yes,Private,Rural
12070,Female,No,children,Urban
12071,Female,No,children,Rural
12072,Male,No,children,Urban
12073,Female,Yes,Self-employed,Rural
12074,Female,Yes,Private,Urban
12075,Female,No,children,Urban
12076,Female,Yes,Private,Rural
12077,Male,No,children,Rural
12078,Female,No,Private,Rural
12079,Female,No,children,Rural
12080,Female,Yes,Private,Urban
12081,Male,Yes,Private,Urban
12082,Female,Yes,Private,Urban
12083,Female,No,Govt_job,Rural
12084,Female,No,Private,Rural
12085,Male,Yes,Self-employed,Urban
12086,Male,Yes,Govt_job,Urban
12087,Female,Yes,Private,Urban
12088,Male,No,children,Urban
12089,Female,No,Private,Urban
12090,Female,Yes,Private,Urban
12091,Male,Yes,Private,Urban
12092,Male,No,Govt_job,Urban
12093,Male,Yes,Private,Urban
12094,Male,Yes,Self-employed,Urban
12095,Female,Yes,Self-employed,Rural
12096,Female,No,Private,Rural
12097,Female,No,children,Rural
12098,Female,Yes,Private,Rural
12099,Female,Yes,Private,Rural
12100,Female,Yes,Private,Rural
12101,Female,Yes,Self-employed,Rural
12102,Male,Yes,Private,Rural
12103,Male,Yes,Govt_job,Urban
12104,Female,Yes,Self-employed,Rural
12105,Female,No,Private,Urban
12106,Female,Yes,Private,Rural
12107,Male,Yes,Private,Rural
12108,Female,Yes,Private,Urban
12109,Male,Yes,Self-employed,Rural
12110,Female,Yes,Private,Urban
12111,Female,Yes,Private,Rural
12112,Male,Yes,Private,Rural
12113,Male,Yes,Private,Rural
12114,Female,Yes,Private,Rural
12115,Male,No,Private,Urban
12116,Male,No,Private,Rural
12117,Female,Yes,Private,Rural
12118,Male,No,children,Rural
12119,Female,Yes,Self-employed,Urban
12120,Male,Yes,Private,Urban
12121,Male,Yes,Govt_job,Urban
12122,Male,Yes,Private,Urban
12123,Female,Yes,Govt_job,Urban
12124,Female,Yes,Private,Urban
12125,Male,Yes,Private,Urban
12126,Female,Yes,Private,Urban
12127,Female,No,children,Rural
12128,Female,Yes,Private,Rural
12129,Male,Yes,Self-employed,Urban
12130,Female,Yes,Govt_job,Rural
12131,Male,No,children,Urban
12132,Male,No,children,Urban
12133,Female,No,Private,Rural
12134,Male,Yes,Self-employed,Rural
12135,Female,No,children,Urban
12136,Female,Yes,Govt_job,Urban
12137,Male,No,children,Rural
12138,Female,No,children,Urban
12139,Female,Yes,Self-employed,Urban
12140,Male,No,Private,Urban
12141,Male,Yes,Private,Urban
12142,Female,Yes,Self-employed,Rural
12143,Female,Yes,Private,Urban
12144,Male,Yes,Govt_job,Urban
12145,Female,Yes,Private,Urban
12146,Male,Yes,Private,Urban
12147,Female,Yes,Private,Urban
12148,Female,No,Private,Rural
12149,Female,Yes,Self-employed,Urban
12150,Female,Yes,Private,Rural
12151,Female,No,Private,Urban
12152,Female,Yes,Private,Urban
12153,Male,Yes,Self-employed,Urban
12154,Female,No,children,Urban
12155,Male,Yes,Private,Rural
12156,Female,No,Private,Urban
12157,Female,No,children,Rural
12158,Male,No,Govt_job,Rural
12159,Male,Yes,Private,Rural
12160,Female,Yes,Self-employed,Urban
12161,Female,No,Private,Rural
12162,Male,Yes,Private,Rural
12163,Male,No,Private,Rural
12164,Female,Yes,Private,Urban
12165,Female,Yes,Self-employed,Urban
12166,Female,No,Self-employed,Urban
12167,Female,Yes,Private,Rural
12168,Male,No,children,Rural
12169,Female,No,children,Rural
12170,Male,No,Private,Rural
12171,Male,Yes,Private,Urban
12172,Female,Yes,Private,Rural
12173,Female,Yes,Private,Rural
12174,Female,No,children,Urban
12175,Male,No,Private,Rural
12176,Female,Yes,Private,Rural
12177,Female,Yes,Self-employed,Urban
12178,Male,Yes,Private,Urban
12179,Male,No,children,Urban
12180,Male,Yes,Govt_job,Rural
12181,Male,Yes,Self-employed,Rural
12182,Female,Yes,Private,Urban
12183,Female,Yes,Self-employed,Rural
12184,Female,Yes,Self-employed,Rural
12185,Male,No,children,Urban
12186,Female,No,Private,Urban
12187,Male,Yes,Self-employed,Rural
12188,Female,Yes,Private,Rural
12189,Female,No,Private,Rural
12190,Male,Yes,Self-employed,Rural
12191,Female,No,children,Rural
12192,Male,No,Private,Rural
12193,Female,Yes,Private,Urban
12194,Female,Yes,Self-employed,Rural
12195,Male,No,Self-employed,Rural
12196,Female,Yes,Private,Urban
12197,Male,Yes,Private,Rural
12198,Female,Yes,Private,Rural
12199,Male,Yes,Private,Rural
12200,Female,No,Private,Rural
12201,Female,Yes,Private,Rural
12202,Male,Yes,Private,Rural
12203,Female,Yes,Private,Rural
12204,Male,Yes,Private,Rural
12205,Female,No,Private,Rural
12206,Female,No,Govt_job,Rural
12207,Female,No,Private,Rural
12208,Female,No,Private,Rural
12209,Female,No,children,Urban
12210,Female,No,children,Urban
12211,Female,Yes,Private,Urban
12212,Female,No,Private,Rural
12213,Male,Yes,Private,Rural
12214,Female,Yes,Private,Urban
12215,Female,No,Private,Urban
12216,Female,Yes,Private,Urban
12217,Female,Yes,Private,Rural
12218,Male,No,children,Urban
12219,Female,Yes,Govt_job,Urban
12220,Female,Yes,Self-employed,Rural
12221,Female,Yes,Govt_job,Rural
12222,Male,No,Private,Urban
12223,Male,Yes,Private,Rural
12224,Female,No,Private,Rural
12225,Male,No,Private,Rural
12226,Male,No,Private,Urban
12227,Male,Yes,Private,Rural
12228,Male,Yes,Govt_job,Rural
12229,Male,Yes,Govt_job,Urban
12230,Female,Yes,Govt_job,Urban
12231,Female,Yes,Private,Rural
12232,Male,No,Private,Urban
12233,Female,No,Private,Urban
12234,Female,Yes,Private,Rural
12235,Female,Yes,Private,Urban
12236,Male,Yes,Govt_job,Rural
12237,Female,Yes,Private,Urban
12238,Female,Yes,Govt_job,Urban
12239,Female,Yes,Self-employed,Rural
12240,Female,Yes,Private,Urban
12241,Female,Yes,Private,Rural
12242,Female,Yes,Private,Urban
12243,Male,Yes,Self-employed,Urban
12244,Female,No,children,Rural
12245,Male,Yes,Private,Urban
12246,Male,No,children,Urban
12247,Female,No,children,Urban
12248,Female,No,Govt_job,Rural
12249,Male,No,Govt_job,Urban
12250,Male,No,Self-employed,Urban
12251,Female,Yes,Govt_job,Rural
12252,Male,Yes,Private,Urban
12253,Female,No,children,Urban
12254,Male,No,Self-employed,Urban
12255,Female,Yes,Govt_job,Urban
12256,Male,Yes,Private,Urban
12257,Male,No,children,Rural
12258,Male,No,children,Urban
12259,Female,Yes,Private,Urban
12260,Female,Yes,Private,Rural
12261,Female,Yes,Self-employed,Urban
12262,Female,Yes,Self-employed,Rural
12263,Male,No,children,Rural
12264,Female,Yes,Private,Urban
12265,Male,Yes,Private,Rural
12266,Female,Yes,Self-employed,Urban
12267,Female,No,Private,Urban
12268,Female,No,Private,Urban
12269,Female,Yes,Private,Urban
12270,Male,No,children,Urban
12271,Female,Yes,Self-employed,Rural
12272,Female,No,Govt_job,Urban
12273,Male,Yes,Private,Urban
12274,Female,Yes,Private,Urban
12275,Female,No,Private,Rural
12276,Female,No,Private,Urban
12277,Female,No,children,Urban
12278,Female,Yes,Private,Rural
12279,Male,Yes,Private,Urban
12280,Female,Yes,Private,Rural
12281,Female,Yes,Private,Urban
12282,Female,No,Govt_job,Rural
12283,Female,No,Private,Rural
12284,Male,Yes,Govt_job,Urban
12285,Female,No,Private,Urban
12286,Male,Yes,Govt_job,Urban
12287,Male,Yes,Private,Urban
12288,Male,Yes,Self-employed,Urban
12289,Male,Yes,Private,Urban
12290,Female,Yes,Self-employed,Rural
12291,Male,No,children,Urban
12292,Male,No,children,Rural
12293,Female,Yes,Private,Urban
12294,Male,No,children,Rural
12295,Female,Yes,Private,Urban
12296,Female,Yes,Private,Urban
12297,Female,No,children,Urban
12298,Female,No,children,Urban
12299,Male,No,children,Rural
12300,Male,No,children,Urban
12301,Female,Yes,Private,Rural
12302,Female,Yes,Govt_job,Urban
12303,Female,No,Private,Rural
12304,Female,No,Private,Rural
12305,Female,Yes,Self-employed,Rural
12306,Male,Yes,Self-employed,Rural
12307,Female,No,children,Rural
12308,Male,Yes,Private,Urban
12309,Male,No,children,Urban
12310,Female,Yes,Self-employed,Rural
12311,Female,Yes,Govt_job,Rural
12312,Male,Yes,Govt_job,Rural
12313,Male,Yes,Private,Urban
12314,Female,Yes,Private,Rural
12315,Female,Yes,Private,Rural
12316,Female,No,children,Rural
12317,Male,Yes,Self-employed,Urban
12318,Female,Yes,Self-employed,Rural
12319,Female,Yes,Private,Urban
12320,Male,Yes,Private,Rural
12321,Female,No,Private,Urban
12322,Female,Yes,Private,Urban
12323,Male,Yes,Private,Urban
12324,Male,No,Private,Urban
12325,Male,Yes,Private,Rural
12326,Female,Yes,Private,Urban
12327,Female,Yes,Private,Rural
12328,Male,No,Private,Urban
12329,Female,Yes,Private,Rural
12330,Male,No,Private,Urban
12331,Male,No,Private,Urban
12332,Male,No,Private,Rural
12333,Male,Yes,Private,Urban
12334,Female,Yes,Private,Urban
12335,Male,Yes,Private,Rural
12336,Male,No,Self-employed,Urban
12337,Male,Yes,Private,Rural
12338,Female,Yes,Private,Rural
12339,Male,Yes,Private,Rural
12340,Male,Yes,Private,Urban
12341,Female,No,Private,Rural
12342,Female,No,children,Urban
12343,Male,Yes,Private,Urban
12344,Female,No,Private,Urban
12345,Male,No,children,Rural
12346,Male,No,children,Rural
12347,Male,Yes,Private,Rural
12348,Female,Yes,Private,Urban
12349,Male,No,Private,Rural
12350,Male,No,Private,Rural
12351,Female,Yes,Self-employed,Rural
12352,Male,No,children,Rural
12353,Female,Yes,Self-employed,Rural
12354,Male,Yes,Self-employed,Urban
12355,Male,No,children,Urban
12356,Female,No,children,Rural
12357,Male,Yes,Private,Urban
12358,Male,No,Govt_job,Rural
12359,Male,Yes,Govt_job,Urban
12360,Male,Yes,Private,Urban
12361,Female,Yes,Private,Urban
12362,Male,Yes,Private,Urban
12363,Female,Yes,Private,Urban
12364,Male,No,Private,Urban
12365,Male,Yes,Self-employed,Rural
12366,Female,No,children,Rural
12367,Male,Yes,Private,Rural
12368,Male,Yes,Private,Urban
12369,Female,Yes,Private,Rural
12370,Male,Yes,Private,Urban
12371,Female,No,children,Urban
12372,Female,Yes,Private,Rural
12373,Female,Yes,Private,Rural
12374,Male,Yes,Private,Urban
12375,Female,No,Private,Urban
12376,Male,Yes,Private,Rural
12377,Male,No,children,Urban
12378,Male,Yes,Private,Rural
12379,Male,Yes,Private,Rural
12380,Female,Yes,Self-employed,Rural
12381,Male,Yes,Private,Urban
12382,Female,Yes,Private,Rural
12383,Female,No,Private,Urban
12384,Male,No,Private,Rural
12385,Male,No,Private,Urban
12386,Female,No,Self-employed,Urban
12387,Female,Yes,Private,Urban
12388,Female,Yes,Self-employed,Rural
12389,Male,No,children,Urban
12390,Male,Yes,Private,Rural
12391,Female,Yes,Private,Urban
12392,Female,Yes,Private,Urban
12393,Female,Yes,Private,Rural
12394,Female,No,Govt_job,Urban
12395,Male,Yes,Private,Rural
12396,Male,No,children,Rural
12397,Female,Yes,Self-employed,Rural
12398,Female,No,children,Urban
12399,Male,Yes,Govt_job,Rural
12400,Male,Yes,Govt_job,Urban
12401,Male,No,children,Rural
12402,Female,Yes,Private,Rural
12403,Male,No,children,Rural
12404,Female,Yes,Private,Rural
12405,Female,Yes,Private,Urban
12406,Female,Yes,Private,Urban
12407,Female,Yes,Private,Urban
12408,Female,Yes,Self-employed,Urban
12409,Female,Yes,Govt_job,Rural
12410,Female,Yes,Self-employed,Urban
12411,Female,Yes,Self-employed,Urban
12412,Male,Yes,Private,Rural
12413,Male,No,children,Urban
12414,Male,Yes,Self-employed,Rural
12415,Male,No,Private,Urban
12416,Female,Yes,Private,Rural
12417,Male,Yes,Govt_job,Rural
12418,Female,Yes,Private,Urban
12419,Female,Yes,Private,Urban
12420,Male,Yes,Self-employed,Rural
12421,Male,No,Private,Rural
12422,Female,Yes,Private,Urban
12423,Female,Yes,Private,Rural
12424,Female,Yes,Govt_job,Urban
12425,Male,Yes,Private,Urban
12426,Female,Yes,Private,Rural
12427,Male,No,children,Rural
12428,Female,No,children,Rural
12429,Female,Yes,Private,Rural
12430,Male,Yes,Private,Rural
12431,Female,Yes,Private,Rural
12432,Male,Yes,Self-employed,Urban
12433,Male,Yes,Private,Urban
12434,Female,Yes,Govt_job,Rural
12435,Female,Yes,Govt_job,Rural
12436,Female,No,Private,Rural
12437,Female,Yes,Private,Urban
12438,Female,No,children,Urban
12439,Male,Yes,Private,Urban
12440,Male,Yes,Private,Rural
12441,Female,Yes,Self-employed,Urban
12442,Male,No,Private,Urban
12443,Female,Yes,Self-employed,Rural
12444,Female,Yes,Private,Urban
12445,Male,Yes,Self-employed,Urban
12446,Female,Yes,Private,Rural
12447,Female,Yes,Private,Rural
12448,Male,Yes,Govt_job,Urban
12449,Female,Yes,Govt_job,Rural
12450,Female,Yes,Private,Rural
12451,Female,Yes,Private,Rural
12452,Female,No,Private,Rural
12453,Female,Yes,Govt_job,Urban
12454,Female,Yes,Private,Rural
12455,Male,Yes,Govt_job,Urban
12456,Male,Yes,Govt_job,Rural
12457,Female,No,Private,Urban
12458,Male,Yes,Govt_job,Rural
